transaction_id,transaction_time,transaction_amount,merchant_category,location,card_type,transaction_type,device_type,is_international,previous_fraud,fraud_label
TXN007879,2026-02-21T07:03:21.494Z,1493.37,Dining,Sydney,Amex,POS,Mobile,false,false,0
TXN007880,2026-02-27T19:25:14.195Z,1375.67,Retail,Paris,Visa,POS,Desktop,false,false,0
TXN007881,2026-02-17T07:43:57.840Z,1196.73,Travel,Sydney,Discover,POS,Desktop,false,false,0
TXN007882,2026-03-02T07:52:22.685Z,708.71,Dining,New York,Discover,ATM,Tablet,false,false,0
TXN007883,2026-02-11T15:17:04.246Z,417.57,Utilities,Sydney,Amex,Online,Mobile,false,false,0
TXN007884,2026-01-27T14:51:17.848Z,557.53,Utilities,New York,Visa,Online,Tablet,false,false,0
TXN007885,2026-02-24T13:40:18.979Z,1290.96,Online,Paris,Amex,POS,Mobile,false,false,0
TXN007886,2026-02-03T01:47:22.710Z,1443.77,Retail,New York,MasterCard,POS,Desktop,true,true,1
TXN007887,2026-01-01T02:58:08.902Z,995.96,Entertainment,Tokyo,Visa,POS,Desktop,false,false,0
TXN007888,2026-02-07T00:14:30.750Z,73.36,Dining,Toronto,Visa,ATM,Tablet,false,false,0
TXN007889,2026-03-02T16:41:28.000Z,235.59,Dining,Dubai,MasterCard,ATM,Mobile,false,false,0
TXN007890,2026-03-06T15:53:49.403Z,907.29,Travel,Paris,Amex,ATM,Mobile,false,true,0
TXN007891,2025-12-20T08:34:09.295Z,149.78,Online,Berlin,Amex,POS,Tablet,false,false,0
TXN007892,2026-01-03T08:40:27.125Z,797.87,Dining,New York,Visa,ATM,Mobile,false,false,0
TXN007893,2026-02-04T14:07:38.219Z,863.05,Travel,Berlin,MasterCard,POS,Tablet,true,false,0
TXN007894,2025-12-09T12:54:54.042Z,860.08,Utilities,Dubai,Discover,POS,Tablet,false,false,0
TXN007895,2026-01-05T19:23:48.274Z,478.12,Dining,Berlin,MasterCard,Online,Mobile,false,false,0
TXN007896,2025-12-14T23:16:38.806Z,1450.36,Travel,Dubai,Amex,POS,Mobile,false,false,0
TXN007897,2026-01-16T04:45:29.383Z,666.25,Groceries,Toronto,Amex,POS,Tablet,false,false,0
TXN007898,2026-01-09T00:33:48.746Z,149.29,Online,Paris,Discover,POS,Tablet,false,false,0
TXN007899,2026-02-19T21:41:36.324Z,969.73,Online,Sydney,Visa,ATM,Mobile,false,false,0
TXN007900,2026-01-13T07:48:43.195Z,1250.35,Utilities,Paris,MasterCard,Online,Tablet,false,false,0
TXN007901,2026-01-29T17:59:13.666Z,308.98,Groceries,Toronto,Amex,ATM,Desktop,false,false,0
TXN007902,2026-01-14T05:46:37.822Z,518.68,Retail,Tokyo,Visa,Online,Mobile,false,false,0
TXN007903,2026-02-22T09:33:12.822Z,824.26,Utilities,London,Visa,Online,Mobile,false,false,0
TXN007904,2025-12-02T21:12:31.940Z,1173.10,Online,Sydney,Discover,POS,Desktop,false,false,0
TXN007905,2025-11-29T11:35:33.711Z,1333.24,Online,Berlin,Visa,Online,Desktop,true,false,0
TXN007906,2026-02-26T16:26:32.542Z,916.94,Online,Tokyo,Amex,ATM,Tablet,false,false,0
TXN007907,2025-11-15T23:23:58.289Z,2321.18,Retail,Paris,Amex,Online,Tablet,true,false,1
TXN007908,2026-01-10T21:25:12.137Z,322.10,Retail,Sydney,Visa,ATM,Desktop,false,false,0
TXN007909,2026-01-17T13:20:11.690Z,607.00,Retail,Dubai,Discover,Online,Tablet,false,false,0
TXN007910,2026-01-10T09:10:28.252Z,1306.04,Entertainment,Sydney,Visa,Online,Desktop,false,false,0
TXN007911,2026-02-02T19:55:54.155Z,956.15,Entertainment,Paris,Visa,Online,Desktop,false,false,0
TXN007912,2025-12-21T02:36:36.270Z,2195.93,Dining,London,MasterCard,POS,Tablet,false,false,1
TXN007913,2026-02-24T19:58:37.795Z,525.60,Travel,London,Amex,ATM,Tablet,false,false,0
TXN007914,2026-02-11T06:07:32.846Z,1286.89,Utilities,Paris,Visa,ATM,Tablet,false,false,0
TXN007915,2025-12-04T11:39:06.998Z,874.47,Online,Dubai,MasterCard,ATM,Tablet,false,false,0
TXN007916,2026-02-24T18:35:33.821Z,729.92,Online,Tokyo,Amex,Online,Mobile,false,false,0
TXN007917,2026-01-05T07:18:14.997Z,446.14,Utilities,Tokyo,Discover,ATM,Tablet,false,true,0
TXN007918,2026-01-18T03:49:27.526Z,587.24,Online,Tokyo,Visa,Online,Mobile,false,false,0
TXN007919,2026-02-24T07:23:08.367Z,1268.14,Entertainment,Dubai,Visa,POS,Tablet,false,false,0
TXN007920,2026-01-21T10:52:54.643Z,757.43,Groceries,Sydney,Visa,ATM,Tablet,false,false,0
TXN007921,2026-02-10T02:18:00.046Z,228.98,Utilities,Toronto,Visa,Online,Mobile,false,false,0
TXN007922,2026-01-08T03:11:51.470Z,336.31,Online,Berlin,Amex,Online,Tablet,false,false,0
TXN007923,2026-01-22T13:53:46.112Z,1205.17,Dining,Tokyo,Discover,ATM,Mobile,true,false,1
TXN007924,2026-02-19T20:22:27.917Z,394.21,Online,Sydney,Discover,POS,Tablet,false,false,0
TXN007925,2025-12-19T00:42:16.856Z,1020.84,Utilities,Tokyo,Discover,ATM,Desktop,false,false,0
TXN007926,2025-12-11T02:30:56.619Z,434.55,Retail,Sydney,Discover,Online,Mobile,false,false,0
TXN007927,2025-11-20T05:36:52.717Z,1040.14,Entertainment,Toronto,Discover,ATM,Desktop,false,false,0
TXN007928,2025-12-05T22:24:59.820Z,2654.89,Retail,London,Discover,Online,Tablet,true,false,1
TXN007929,2026-01-09T04:57:34.793Z,44.43,Online,Sydney,Discover,POS,Tablet,false,false,0
TXN007930,2026-01-18T03:41:31.617Z,129.52,Dining,Paris,Amex,Online,Mobile,false,false,0
TXN007931,2026-02-14T07:36:33.554Z,493.23,Travel,Paris,MasterCard,POS,Mobile,false,false,0
TXN007932,2026-02-02T14:08:05.628Z,575.15,Entertainment,London,Amex,POS,Desktop,false,false,0
TXN007933,2026-02-25T17:52:17.845Z,1446.64,Entertainment,Toronto,MasterCard,Online,Mobile,false,false,0
TXN007934,2026-01-25T20:03:26.673Z,945.46,Entertainment,New York,Discover,POS,Desktop,false,false,0
TXN007935,2026-01-08T10:19:29.204Z,222.89,Dining,New York,Amex,ATM,Desktop,false,false,0
TXN007936,2026-03-07T14:57:27.605Z,290.64,Online,Berlin,Discover,ATM,Mobile,false,false,0
TXN007937,2025-12-30T04:56:12.779Z,378.20,Retail,New York,Visa,Online,Desktop,true,false,0
TXN007938,2026-03-06T18:36:23.496Z,608.73,Retail,Dubai,Discover,POS,Tablet,false,false,0
TXN007939,2025-11-14T20:24:16.268Z,1189.58,Entertainment,Sydney,Visa,Online,Tablet,false,false,0
TXN007940,2025-12-28T19:58:53.741Z,1405.17,Online,Toronto,MasterCard,POS,Desktop,false,false,0
TXN007941,2026-03-05T22:35:48.453Z,326.58,Dining,Berlin,Visa,POS,Desktop,false,false,0
TXN007942,2025-12-08T04:02:19.786Z,116.40,Utilities,Paris,Amex,ATM,Tablet,false,false,0
TXN007943,2025-12-19T12:35:37.105Z,255.09,Retail,Tokyo,Visa,ATM,Desktop,false,false,0
TXN007944,2025-11-15T10:18:59.815Z,161.99,Retail,Berlin,Discover,Online,Tablet,false,false,0
TXN007945,2026-03-06T07:36:34.632Z,684.49,Retail,London,Discover,ATM,Desktop,false,false,0
TXN007946,2025-11-20T01:38:09.606Z,1157.39,Groceries,Berlin,Visa,Online,Desktop,false,false,0
TXN007947,2025-12-17T01:39:47.438Z,1228.00,Entertainment,Paris,MasterCard,POS,Mobile,false,false,0
TXN007948,2025-12-29T01:40:28.989Z,1253.91,Retail,Sydney,Visa,Online,Desktop,false,false,0
TXN007949,2025-12-20T23:05:50.398Z,1350.16,Travel,London,Amex,Online,Mobile,false,false,0
TXN007950,2026-03-06T03:14:52.613Z,540.86,Travel,Tokyo,Visa,Online,Mobile,false,false,0
TXN007951,2026-02-03T14:53:18.911Z,831.32,Groceries,Dubai,MasterCard,Online,Tablet,false,false,0
TXN007952,2025-11-26T14:43:50.996Z,492.52,Retail,Paris,MasterCard,ATM,Mobile,false,false,0
TXN007953,2025-12-15T05:40:05.719Z,751.61,Retail,Berlin,Amex,ATM,Desktop,true,false,0
TXN007954,2025-12-10T05:28:47.992Z,60.95,Entertainment,New York,Discover,ATM,Mobile,false,false,0
TXN007955,2026-02-26T03:06:24.247Z,169.86,Groceries,Paris,Amex,Online,Mobile,false,false,0
TXN007956,2026-03-02T01:56:04.290Z,1448.83,Dining,Paris,Amex,Online,Mobile,true,false,0
TXN007957,2025-12-06T11:40:43.749Z,963.01,Travel,Tokyo,Discover,Online,Mobile,false,false,0
TXN007958,2026-01-24T19:07:25.633Z,65.63,Entertainment,Berlin,Discover,ATM,Tablet,false,false,0
TXN007959,2026-03-02T09:14:29.054Z,231.34,Groceries,New York,MasterCard,POS,Desktop,false,false,0
TXN007960,2025-12-24T07:23:14.259Z,1088.93,Entertainment,Toronto,MasterCard,POS,Mobile,false,false,0
TXN007961,2025-12-07T04:09:22.505Z,849.49,Retail,London,Discover,Online,Desktop,false,false,0
TXN007962,2025-11-17T04:47:14.091Z,1476.11,Online,Paris,Discover,POS,Desktop,false,false,0
TXN007963,2025-12-14T12:58:55.991Z,1006.07,Utilities,Tokyo,MasterCard,POS,Mobile,true,false,0
TXN007964,2026-01-13T20:17:38.289Z,972.80,Online,Tokyo,Amex,POS,Mobile,false,false,0
TXN007965,2025-11-21T01:58:15.610Z,297.36,Groceries,Tokyo,Visa,ATM,Desktop,false,false,0
TXN007966,2025-12-26T05:27:17.818Z,997.03,Retail,Paris,Discover,Online,Tablet,true,false,0
TXN007967,2026-01-27T12:43:37.878Z,1278.32,Utilities,Berlin,MasterCard,Online,Mobile,false,false,0
TXN007968,2026-02-01T10:51:54.582Z,351.75,Utilities,Paris,Visa,Online,Tablet,false,false,0
TXN007969,2026-02-22T12:30:21.713Z,1241.42,Retail,Sydney,Discover,Online,Desktop,false,false,0
TXN007970,2026-02-24T04:35:34.192Z,211.15,Groceries,Toronto,MasterCard,POS,Desktop,false,false,0
TXN007971,2026-02-26T06:04:19.242Z,1458.14,Dining,Sydney,MasterCard,POS,Tablet,false,false,0
TXN007972,2025-11-12T23:31:15.340Z,830.04,Utilities,Tokyo,Visa,Online,Tablet,false,false,0
TXN007973,2026-03-06T00:06:05.146Z,1373.20,Retail,Tokyo,Amex,POS,Tablet,false,false,0
TXN007974,2026-01-18T08:14:43.910Z,323.74,Online,Berlin,Visa,ATM,Tablet,false,false,0
TXN007975,2025-12-22T01:44:49.047Z,389.14,Travel,Tokyo,Discover,POS,Tablet,false,false,0
TXN007976,2025-12-04T21:21:22.598Z,1430.95,Groceries,Berlin,Visa,ATM,Mobile,false,false,0
TXN007977,2026-02-01T10:45:00.680Z,361.50,Entertainment,Toronto,Amex,ATM,Mobile,false,false,0
TXN007978,2026-01-08T15:05:20.268Z,809.66,Groceries,Sydney,Amex,Online,Desktop,false,false,0
TXN007979,2025-12-10T07:43:55.884Z,31.70,Utilities,Dubai,Visa,ATM,Desktop,false,false,0
TXN007980,2026-02-04T10:23:38.268Z,1122.42,Utilities,Toronto,Amex,POS,Mobile,false,false,0
TXN007981,2025-12-29T01:05:07.022Z,1275.45,Online,Sydney,Amex,ATM,Desktop,true,false,0
TXN007982,2026-01-25T01:03:27.357Z,467.19,Online,New York,MasterCard,ATM,Mobile,false,false,0
TXN007983,2026-02-26T06:40:01.035Z,594.95,Entertainment,Sydney,Visa,ATM,Mobile,false,false,0
TXN007984,2026-02-27T02:56:25.671Z,753.86,Groceries,Paris,Visa,ATM,Desktop,false,false,0
TXN007985,2026-01-23T00:33:02.284Z,589.88,Utilities,Paris,Visa,Online,Tablet,false,false,0
TXN007986,2026-02-17T15:00:24.695Z,265.62,Groceries,Toronto,MasterCard,ATM,Mobile,false,false,0
TXN007987,2026-02-06T13:40:21.066Z,1934.45,Entertainment,Sydney,Visa,Online,Mobile,true,true,1
TXN007988,2026-03-01T01:35:46.564Z,524.14,Retail,Berlin,MasterCard,Online,Mobile,false,false,0
TXN007989,2026-01-26T14:55:59.029Z,577.75,Dining,Sydney,MasterCard,ATM,Tablet,false,false,0
TXN007990,2026-02-04T03:30:32.694Z,194.21,Utilities,Toronto,Visa,Online,Mobile,false,false,0
TXN007991,2026-03-05T15:23:41.121Z,934.32,Entertainment,Berlin,Visa,POS,Tablet,false,false,0
TXN007992,2026-02-28T09:37:13.930Z,601.57,Dining,Sydney,MasterCard,Online,Tablet,false,false,0
TXN007993,2026-02-19T17:22:56.182Z,2485.81,Groceries,Berlin,Discover,ATM,Desktop,true,false,1
TXN007994,2026-01-11T21:42:52.234Z,538.25,Retail,Sydney,MasterCard,POS,Tablet,true,false,0
TXN007995,2025-11-24T17:49:06.740Z,334.54,Retail,Toronto,MasterCard,Online,Tablet,false,false,0
TXN007996,2025-11-25T02:26:18.684Z,314.60,Travel,Sydney,Amex,ATM,Mobile,false,false,0
TXN007997,2026-02-08T00:15:43.797Z,46.06,Online,Dubai,Amex,ATM,Desktop,false,false,0
TXN007998,2026-02-24T02:28:28.713Z,769.43,Utilities,Paris,Discover,ATM,Mobile,false,false,0
TXN007999,2026-02-15T20:56:10.961Z,1007.53,Utilities,Sydney,Amex,Online,Desktop,false,false,0
TXN008000,2025-11-22T09:18:25.747Z,57.84,Groceries,Sydney,Discover,ATM,Mobile,false,false,0
TXN008001,2026-02-09T08:18:19.838Z,892.40,Utilities,London,Amex,POS,Desktop,false,false,0
TXN008002,2026-01-02T09:22:46.364Z,327.48,Retail,Dubai,Amex,ATM,Desktop,false,false,0
TXN008003,2025-12-01T06:21:40.209Z,193.78,Travel,Dubai,Amex,Online,Mobile,false,false,0
TXN008004,2025-12-08T01:19:41.726Z,1126.17,Groceries,Dubai,Visa,POS,Tablet,false,false,0
TXN008005,2026-03-03T19:33:05.029Z,255.45,Online,Tokyo,MasterCard,Online,Mobile,false,false,0
TXN008006,2025-12-15T19:06:04.521Z,1147.38,Dining,Paris,Discover,ATM,Tablet,false,false,0
TXN008007,2026-02-14T06:16:52.828Z,894.28,Dining,London,Discover,Online,Tablet,false,false,0
TXN008008,2026-02-14T13:00:56.203Z,1454.41,Groceries,Berlin,Amex,Online,Mobile,false,false,0
TXN008009,2026-01-19T08:20:27.276Z,864.16,Utilities,Toronto,Discover,POS,Desktop,false,false,0
TXN008010,2026-02-23T16:08:12.779Z,1347.44,Utilities,Sydney,Visa,POS,Mobile,false,false,0
TXN008011,2025-11-29T12:09:13.984Z,1431.97,Retail,Sydney,MasterCard,POS,Desktop,false,false,0
TXN008012,2026-01-04T14:15:56.016Z,319.77,Utilities,New York,Amex,POS,Mobile,false,false,0
TXN008013,2025-11-16T03:10:40.462Z,662.94,Groceries,Paris,Discover,ATM,Desktop,true,false,0
TXN008014,2026-03-01T23:01:18.292Z,613.59,Travel,New York,MasterCard,POS,Tablet,false,false,0
TXN008015,2025-12-22T09:05:02.371Z,724.59,Travel,Sydney,Discover,POS,Mobile,false,false,0
TXN008016,2026-01-27T02:06:53.567Z,1032.94,Utilities,New York,Discover,POS,Desktop,false,false,0
TXN008017,2026-01-16T16:01:12.521Z,749.90,Utilities,Paris,Amex,ATM,Tablet,false,false,0
TXN008018,2025-12-22T16:04:25.336Z,337.58,Travel,Dubai,MasterCard,ATM,Tablet,false,false,0
TXN008019,2026-01-30T15:53:03.809Z,1375.97,Travel,Berlin,Discover,Online,Tablet,false,false,0
TXN008020,2025-12-14T15:14:18.114Z,1431.19,Utilities,Berlin,Visa,POS,Desktop,false,false,0
TXN008021,2025-12-12T05:26:01.106Z,854.17,Groceries,New York,Amex,POS,Desktop,true,false,0
TXN008022,2025-11-15T15:05:07.905Z,111.74,Utilities,Sydney,Visa,POS,Mobile,false,false,0
TXN008023,2025-11-16T19:27:53.117Z,714.01,Dining,London,Discover,ATM,Mobile,false,false,0
TXN008024,2025-12-23T19:22:13.759Z,52.28,Dining,Tokyo,Amex,POS,Mobile,false,false,0
TXN008025,2025-12-19T18:54:27.742Z,1385.64,Groceries,Tokyo,Discover,POS,Mobile,false,false,0
TXN008026,2026-03-05T12:46:49.745Z,1463.42,Retail,Berlin,Visa,Online,Mobile,false,false,0
TXN008027,2025-12-25T01:05:26.512Z,1185.12,Dining,Paris,Visa,POS,Desktop,false,false,0
TXN008028,2026-02-02T14:50:02.532Z,323.17,Travel,Toronto,MasterCard,ATM,Desktop,false,false,0
TXN008029,2025-12-17T09:49:47.610Z,749.80,Travel,Berlin,Visa,ATM,Desktop,false,false,0
TXN008030,2026-01-12T17:26:41.427Z,340.40,Entertainment,Paris,Discover,POS,Mobile,false,false,0
TXN008031,2026-02-25T10:02:52.517Z,782.94,Entertainment,Paris,Discover,ATM,Tablet,false,false,0
TXN008032,2026-02-26T14:20:06.491Z,238.59,Dining,Paris,Visa,POS,Desktop,false,false,0
TXN008033,2025-12-04T15:40:45.002Z,584.98,Retail,New York,MasterCard,ATM,Mobile,false,false,0
TXN008034,2025-12-20T11:56:46.900Z,1140.47,Utilities,Berlin,Amex,POS,Desktop,false,false,0
TXN008035,2026-02-27T23:09:34.106Z,736.93,Utilities,Paris,MasterCard,Online,Mobile,false,false,0
TXN008036,2025-12-20T02:20:26.643Z,1336.44,Entertainment,New York,Visa,Online,Tablet,false,false,0
TXN008037,2026-01-21T11:45:54.760Z,1332.87,Entertainment,Berlin,Discover,POS,Mobile,false,false,0
TXN008038,2026-02-23T03:54:18.231Z,680.34,Dining,Toronto,MasterCard,Online,Desktop,false,false,0
TXN008039,2026-02-03T02:53:06.805Z,1051.73,Dining,New York,MasterCard,Online,Tablet,false,false,0
TXN008040,2025-12-10T12:00:18.971Z,1501.55,Groceries,London,Amex,POS,Mobile,false,false,0
TXN008041,2026-02-08T09:33:57.583Z,112.27,Travel,Tokyo,Amex,Online,Mobile,false,false,0
TXN008042,2026-01-10T11:07:05.355Z,846.89,Travel,Dubai,MasterCard,ATM,Desktop,false,false,0
TXN008043,2026-02-19T03:51:42.114Z,1211.10,Travel,Tokyo,Visa,Online,Mobile,false,false,0
TXN008044,2026-01-01T14:35:03.213Z,747.53,Groceries,London,Visa,Online,Tablet,false,false,0
TXN008045,2025-12-04T07:30:22.720Z,1312.67,Dining,Berlin,Discover,ATM,Tablet,false,false,0
TXN008046,2025-11-30T00:00:25.348Z,1025.86,Utilities,Dubai,Amex,Online,Tablet,false,false,0
TXN008047,2026-02-12T08:00:55.571Z,1297.13,Travel,Tokyo,Discover,POS,Tablet,false,false,0
TXN008048,2026-02-23T21:36:46.916Z,607.07,Retail,Tokyo,Discover,POS,Mobile,false,false,0
TXN008049,2025-12-18T06:43:53.338Z,136.04,Groceries,Dubai,Amex,POS,Mobile,false,false,0
TXN008050,2026-01-10T15:16:05.522Z,392.55,Online,Dubai,Amex,POS,Tablet,false,false,0
TXN008051,2026-01-16T09:33:03.086Z,1050.24,Entertainment,Tokyo,MasterCard,POS,Mobile,false,false,0
TXN008052,2025-12-15T18:13:37.859Z,34.74,Utilities,Berlin,Discover,POS,Mobile,false,false,0
TXN008053,2026-02-24T23:50:52.104Z,166.73,Utilities,Sydney,Discover,ATM,Mobile,false,false,0
TXN008054,2026-01-03T22:14:39.700Z,859.15,Online,Sydney,Discover,ATM,Mobile,false,false,0
TXN008055,2026-01-10T23:12:03.234Z,1823.73,Entertainment,Sydney,Visa,ATM,Tablet,false,false,1
TXN008056,2026-02-22T02:21:09.725Z,404.19,Travel,London,Discover,Online,Tablet,false,false,0
TXN008057,2026-02-19T19:07:07.007Z,921.09,Travel,London,Discover,ATM,Tablet,false,false,0
TXN008058,2026-01-06T01:18:07.422Z,1371.18,Online,Berlin,MasterCard,POS,Tablet,false,false,0
TXN008059,2025-12-19T11:34:44.212Z,828.16,Travel,Tokyo,Discover,ATM,Tablet,false,false,0
TXN008060,2025-12-07T16:29:15.439Z,59.40,Travel,Tokyo,Discover,ATM,Tablet,false,false,0
TXN008061,2025-11-19T12:53:29.039Z,645.04,Dining,London,Discover,Online,Tablet,false,false,0
TXN008062,2026-01-09T03:24:10.812Z,819.02,Dining,Paris,Amex,POS,Mobile,false,false,0
TXN008063,2025-12-22T10:14:59.110Z,736.16,Groceries,Toronto,Amex,ATM,Mobile,false,false,0
TXN008064,2025-12-31T16:56:25.437Z,656.39,Dining,New York,Discover,ATM,Desktop,false,false,0
TXN008065,2026-02-26T06:16:36.339Z,954.48,Utilities,Dubai,Discover,ATM,Tablet,false,false,0
TXN008066,2026-02-05T19:59:24.442Z,363.22,Retail,Paris,MasterCard,Online,Desktop,false,false,0
TXN008067,2026-02-13T19:38:49.703Z,809.20,Dining,Toronto,Visa,ATM,Desktop,false,false,0
TXN008068,2026-02-24T08:35:32.209Z,940.45,Online,Sydney,Discover,ATM,Desktop,false,false,0
TXN008069,2026-01-23T22:34:21.916Z,844.22,Entertainment,Dubai,Discover,Online,Tablet,false,false,0
TXN008070,2025-12-14T11:43:37.079Z,1235.30,Retail,Berlin,Amex,POS,Mobile,false,false,0
TXN008071,2026-02-25T21:58:13.019Z,836.92,Utilities,Dubai,Visa,Online,Desktop,false,false,0
TXN008072,2025-11-26T23:36:41.244Z,432.32,Retail,Dubai,Visa,ATM,Desktop,false,false,0
TXN008073,2026-01-28T15:48:57.562Z,733.62,Utilities,Tokyo,Visa,ATM,Tablet,true,false,0
TXN008074,2025-11-16T14:29:24.413Z,524.10,Entertainment,Toronto,MasterCard,ATM,Mobile,false,false,0
TXN008075,2026-02-24T08:17:33.264Z,866.96,Utilities,New York,MasterCard,POS,Mobile,false,false,0
TXN008076,2025-12-23T04:28:08.337Z,881.96,Dining,Sydney,MasterCard,POS,Desktop,false,false,0
TXN008077,2025-12-07T15:15:39.570Z,503.35,Entertainment,Berlin,MasterCard,POS,Mobile,false,false,0
TXN008078,2025-11-18T13:44:55.694Z,1007.19,Travel,Berlin,MasterCard,Online,Desktop,false,false,0
TXN008079,2026-01-31T15:33:37.481Z,867.31,Online,Paris,Amex,POS,Mobile,false,false,0
TXN008080,2026-03-06T10:47:31.491Z,415.87,Entertainment,Sydney,Discover,Online,Desktop,false,false,0
TXN008081,2025-11-23T05:50:22.124Z,35.55,Utilities,London,Discover,Online,Desktop,false,false,0
TXN008082,2026-01-25T21:54:31.426Z,164.87,Retail,Berlin,Discover,ATM,Mobile,false,false,0
TXN008083,2025-12-24T07:48:23.420Z,975.58,Utilities,Sydney,Amex,Online,Mobile,true,false,1
TXN008084,2025-11-30T13:48:55.485Z,649.59,Online,Sydney,MasterCard,POS,Desktop,false,false,0
TXN008085,2026-01-21T15:23:38.821Z,66.30,Dining,Sydney,Visa,Online,Mobile,false,false,0
TXN008086,2025-11-29T03:22:10.103Z,286.66,Online,Paris,MasterCard,POS,Tablet,true,false,0
TXN008087,2026-01-02T01:12:21.008Z,550.83,Online,New York,Amex,Online,Tablet,false,false,0
TXN008088,2026-01-26T23:20:23.033Z,1135.18,Retail,New York,Amex,ATM,Desktop,true,false,0
TXN008089,2026-01-23T03:38:06.726Z,1114.61,Retail,Dubai,MasterCard,Online,Tablet,false,false,0
TXN008090,2025-11-15T20:45:20.988Z,357.88,Travel,Berlin,MasterCard,POS,Tablet,false,false,0
TXN008091,2025-11-23T04:21:03.974Z,445.21,Retail,Berlin,Discover,ATM,Tablet,false,false,0
TXN008092,2026-01-31T07:38:01.661Z,120.44,Utilities,Berlin,MasterCard,POS,Mobile,false,false,0
TXN008093,2025-12-19T15:47:17.876Z,382.41,Entertainment,New York,MasterCard,POS,Tablet,false,false,0
TXN008094,2025-12-21T21:23:39.720Z,1157.87,Online,Berlin,MasterCard,Online,Mobile,false,false,0
TXN008095,2026-02-18T09:29:59.276Z,345.60,Entertainment,Paris,Discover,POS,Desktop,false,false,0
TXN008096,2026-01-05T03:31:35.610Z,760.94,Retail,Toronto,Discover,POS,Mobile,false,false,0
TXN008097,2026-02-01T10:56:51.979Z,233.81,Travel,Toronto,Amex,ATM,Mobile,false,true,0
TXN008098,2025-11-26T09:04:12.316Z,1186.71,Groceries,Dubai,MasterCard,ATM,Mobile,false,false,0
TXN008099,2026-01-30T21:43:38.427Z,574.59,Entertainment,Dubai,Discover,POS,Tablet,false,false,0
TXN008100,2025-12-26T20:05:11.543Z,1250.36,Retail,New York,Discover,Online,Mobile,false,false,0
TXN008101,2025-12-26T20:35:03.440Z,1404.35,Utilities,New York,Visa,Online,Desktop,false,false,0
TXN008102,2026-02-15T02:22:57.598Z,1173.25,Groceries,Sydney,Amex,Online,Tablet,true,false,0
TXN008103,2025-12-28T09:42:15.838Z,221.70,Retail,Toronto,Visa,ATM,Desktop,false,false,0
TXN008104,2025-12-24T21:22:14.124Z,1186.77,Entertainment,London,Visa,Online,Desktop,false,false,0
TXN008105,2026-02-21T02:10:16.694Z,884.21,Utilities,Toronto,Amex,Online,Desktop,true,false,0
TXN008106,2025-12-13T04:25:25.707Z,1043.37,Online,Dubai,Discover,POS,Desktop,false,false,0
TXN008107,2025-11-30T03:07:43.405Z,734.06,Utilities,Dubai,MasterCard,ATM,Desktop,false,false,0
TXN008108,2026-01-14T20:49:17.262Z,1291.95,Groceries,Berlin,Discover,Online,Tablet,false,false,1
TXN008109,2025-12-16T11:59:50.225Z,873.91,Entertainment,Sydney,Visa,Online,Mobile,true,false,0
TXN008110,2026-01-24T06:16:53.584Z,1000.18,Travel,London,Amex,ATM,Tablet,false,false,0
TXN008111,2025-12-16T01:58:12.346Z,836.19,Online,Paris,MasterCard,Online,Desktop,false,false,0
TXN008112,2026-02-09T10:00:52.822Z,1159.97,Online,London,Visa,POS,Desktop,false,false,0
TXN008113,2025-12-30T18:14:25.157Z,712.93,Dining,New York,MasterCard,POS,Tablet,false,false,0
TXN008114,2026-02-19T04:16:59.275Z,1344.31,Online,Dubai,MasterCard,ATM,Tablet,true,false,0
TXN008115,2025-12-03T04:43:48.761Z,1175.81,Online,Toronto,Discover,Online,Desktop,true,false,0
TXN008116,2025-12-29T12:30:52.507Z,148.03,Groceries,Dubai,MasterCard,Online,Desktop,false,false,0
TXN008117,2025-12-22T14:15:35.294Z,969.65,Utilities,Paris,Amex,Online,Mobile,false,false,0
TXN008118,2025-12-26T16:01:07.030Z,645.93,Dining,Paris,Discover,POS,Tablet,false,false,0
TXN008119,2025-12-11T23:51:53.500Z,163.25,Entertainment,Paris,Amex,POS,Mobile,false,false,0
TXN008120,2026-01-22T08:28:33.234Z,1267.49,Entertainment,Berlin,MasterCard,Online,Desktop,false,false,0
TXN008121,2026-01-21T22:01:58.548Z,1262.37,Travel,Tokyo,MasterCard,Online,Tablet,false,false,0
TXN008122,2025-11-18T09:57:06.346Z,690.20,Dining,Paris,Discover,POS,Desktop,false,false,0
TXN008123,2026-02-03T20:06:39.626Z,1040.91,Utilities,London,Discover,ATM,Tablet,false,false,0
TXN008124,2025-11-24T23:21:04.961Z,700.05,Retail,Berlin,Discover,Online,Mobile,false,false,0
TXN008125,2026-02-15T18:39:13.714Z,1297.91,Entertainment,New York,Amex,Online,Mobile,false,false,0
TXN008126,2026-01-08T10:08:32.775Z,633.57,Travel,Tokyo,Discover,ATM,Mobile,true,false,0
TXN008127,2025-12-06T20:10:34.870Z,998.89,Utilities,London,Amex,POS,Mobile,false,false,0
TXN008128,2026-02-23T10:17:14.604Z,4086.68,Groceries,Sydney,Visa,Online,Mobile,true,false,1
TXN008129,2025-11-29T20:04:40.114Z,275.55,Dining,London,MasterCard,POS,Desktop,false,false,0
TXN008130,2026-02-25T04:10:59.222Z,1110.25,Utilities,Paris,Amex,ATM,Desktop,false,true,0
TXN008131,2026-01-18T00:48:14.954Z,23.32,Retail,Sydney,Amex,POS,Tablet,false,false,0
